ka,JP-rubi,JP-kanji,english,exa,EN-sentence,NP1,NP-sentence,JP-question,カンデルサイン,S1,S3,S5,S7,S2,S4,N2,N4,N6,N8,,,,,,,,,
566,こうつうきかん,交通機関,means of transportation,大雪でほとんどの交通機関が止まっている。,Most means of transportation have stopped owing to the heavy snow.,यातायातका साधन,भारी हिमपातका कारण अधिकांश यातायातका साधनहरू बन्द छन्।,大雪でほとんどの（　）が止まっている,１,,,,,,,,,,,,,,,,,,,
567,こうつうじこ,交通事故,traffic accident,トンネルの中で交通事故が起きた。,A traffic accident occurred in a tunnel.,सडक दुर्घटना,सुरुङभित्र एउटा सडक दुर्घटना भयो।,トンネルの中で（　）が起きた,１,,,,,,,,,,,,,,,,,,,
568,ざせき,座席,seat,飛行機の座席は窓側を選んだ。,I chose a window seat on the plane.,सिट,मैले विमानमा झ्यालको छेउको सिट छानें।,飛行機の（　）は窓側を選んだ,１,,,,,,,,,,,,,,,,,,,
569,シートベルト,,seatbelt,車に乗るときは、シートベルトをすること。,Fasten your seatbelt when you get in a car.,सुरक्षा पेटी,कारमा चढ्दा सुरक्षा पेटी बाँध्नुहोस्।,車に乗るときは、（　）をすること,１,,,,,,,,,,,,,,,,,,,
570,じこくひょう,時刻表,timetable,時刻表で電車の出発時間を調べた。,I looked up the train departure times on the timetable.,समय तालिका,मैले समय तालिकामा रेलको प्रस्थान समय हेरें।,（　）で電車の出発時間を調べた,１,,,,,,,,,,,,,,,,,,,
571,してつ,私鉄,private railroad/railway,次の駅で私鉄に乗り換えよう。,We'll transfer to a private railroad at the next station.,निजी रेलमार्ग,हामी अर्को स्टेशनमा निजी रेलमार्गमा सार्नेछौं।,次の駅で（　）に乗り換えよう,１,,,,,,,,,,,,,,,,,,,
572,しゃこ,車庫,garage/depot,バス会社の車庫に長距離バスが並んでいる。,The long-distance buses are lined up in the bus company's depot.,गराज,लामो दूरीका बसहरू बस कम्पनीको गराजमा पंक्तिबद्ध छन्।,バス会社の（　）に長距離バスが並んでいる,１,,,,,,,,,,,,,,,,,,,
573,じゅうたい,渋滞（する）,traffic congestion,事故があって、道が渋滞している。,There was an accident so the road's congested.,जाम,एउटा दुर्घटना भएकोले सडकमा जाम छ।,事故があって、道が（　）している,１,,,,,,,,,,,,,,,,,,,
574,じょうしゃけん,乗車券,train/bus ticket,目的地までの乗車券を買った。,I bought a ticket to my destination.,टिकट,मैले मेरो गन्तव्यसम्मको टिकट किनें।,目的地までの（　）を買った,１,,,,,,,,,,,,,,,,,,,
575,しんかんせん,新幹線,the Shinkansen/bullet train,京都へ行くには、新幹線が便利だ。,The Shinkansen is convenient for going to Kyoto.,शिन्कान्सेन (बुलेट ट्रेन),क्योटो जान शिन्कान्सेन सुविधाजनक छ।,京都へ行くには、（　）が便利だ,１,,,,,,,,,,,,,,,,,,,
576,ストップ,,stop,急に前の車がストップした。,The car in front suddenly stopped.,रोक्नु,अगाडिको कार अचानक रोकियो।,急に前の車が（　）した,１,,,,,,,,,,,,,,,,,,,
577,スピード,,speed,新幹線は時速３００キロ以上のスピードが出る。,The Shinkansen can get up to a speed of over 300 kilometers per hour.,गति,शिन्कान्सेन प्रति घण्टा ३०० किलोमिटरभन्दा बढीको गतिमा चल्न सक्छ।,新幹線は時速３００キロ以上の（　）が出る,１,,,,,,,,,,,,,,,,,,,
578,そくど,速度,speed,道が狭いので、車の速度を落とした。,Because the road was narrow I reduced speed.,गति,सडक साँघुरो भएकोले मैले गाडीको गति कम गरें।,道が狭いので、車の（　）を落とした,１,,,,,,,,,,,,,,,,,,,
579,タイヤ,,tire,雪道を走るので、特別なタイヤを付けた。,Because the car was running on snow-covered roads I attached special tires.,टायर,हिउँले ढाकिएको सडकमा गाडी चलाउनुपर्ने भएकोले मैले विशेष टायर लगाएँ।,雪道を走るので、特別な（　）を付けた,１,,,,,,,,,,,,,,,,,,,
580,ちかみち,近道（する）,shortcut,駅までの近道を見付けた。,I found a shortcut to the station.,छोटो बाटो,मैले स्टेशनसम्मको छोटो बाटो फेला पारें।,駅までの（　）を見付けた,１,,,,,,,,,,,,,,,,,,,
581,ちゅうしゃ,駐車（する）,parking,この道路は駐車できない。,You can't park on this road.,पार्किङ,यो सडकमा पार्किङ गर्न मिल्दैन।,この道路は（　）できない,１,,,,,,,,,,,,,,,,,,,
582,つうか,通過（する）,passing,台風は夜中に関東地方を通過した。,The typhoon passed the Kanto region late at night.,पार गर्नु,आँधीले राति ढिलो कान्तो क्षेत्र पार गर्‍यो।,台風は夜中に関東地方を（　）した,１,,,,,,,,,,,,,,,,,,,
583,つりかわ,つり革,hanging strap,電車が揺れるので、つり革につかまった。,Because the train was swaying I held onto the strap.,समात्ने ह्यान्डल,रेल हल्लिएकोले मैले समात्ने ह्यान्डल समातें।,電車が揺れるので、（　）につかまった,１,,,,,,,,,,,,,,,,,,,
584,ていきけん,定期券,commuter pass,毎日電車に乗るなら、定期券のほうが安い。,If you're using the train every day a commuter pass is cheaper.,सिजन टिकट,यदि तपाईं हरेक दिन रेल चढ्नुहुन्छ भने सिजन टिकट सस्तो पर्छ।,毎日電車に乗るなら、（　）のほうが安い,１,,,,,,,,,,,,,,,,,,,
595,ていしゃ,停車,stopping,踏切の前では、一度停車するのが規則だ。,It is a rule to stop once before a railroad crossing.,रोकिनु,रेल क्रसिङअघि एक पटक रोकिनु नियम हो।,踏切の前では、一度（　　）するのが規則だ。,１,,,,,,,,,,,,,,,,,,,
596,てつどう,鉄道,railroad,これは大陸を鉄道で移動するツアーです。,This is a tour traveling the continent by railroad.,रेलमार्ग,यो रेलमार्गबाट महाद्वीप यात्रा गर्ने टुर हो।,これは大陸を（　　）で移動するツアーです。,１,,,,,,,,,,,,,,,,,,,
597,とうちゃく,到着,arrival,飛行機は予定の時間に到着した。,The plane arrived at the planned time.,आगमन,विमान निर्धारित समयमा आइपुग्यो।,飛行機は予定の時間に（　　）した。,１,,,,,,,,,,,,,,,,,,,
598,とうろ,道路,road,この道路は朝もタ方も渋滞する。,This road is congested in the morning and the evening.,सडक,यो सडक बिहान र साँझ दुवै समयमा जाम हुन्छ।,この（　　）は朝もタ方も渋滞する。,１,,,,,,,,,,,,,,,,,,,
599,ドライブ,,drive,山の中をドライブするのは気持ちがいい。,It feels good to drive in the mountains.,ड्राइभ,पहाडमा ड्राइभ गर्न धेरै राम्रो लाग्छ।,山の中を（　　）するのは気持ちがいい。,１,,,,,,,,,,,,,,,,,,,
600,ドライブイン,,roadside restaurant,疲れたから、ドライブインで休もう。,"As we're tired, let's take a rest at a roadside restaurant.",सडक छेउको रेस्टुरेन्ट,थकेकाले सडक छेउको रेस्टुरेन्टमा आराम गरौं।,疲れたから、（　　）で休もう。,１,,,,,,,,,,,,,,,,,,,
601,ナンバー,,number,犯人の車のナンバーを覚えていますか。,Do you remember the criminal's car number?,नम्बर,के तपाईंलाई अपराधीको गाडीको नम्बर याद छ?,犯人の車の（　　）を覚えていますか。,１,,,,,,,,,,,,,,,,,,,
602,のぼり,上り,ascent,次の上りの電車は何時に出ますか。,What time does the next up train depart?,उकालो,अर्को उकालो ट्रेन कहिले छुट्छ?,次の（　　）の電車は何時に出ますか。,１,,,,,,,,,,,,,,,,,,,
603,はっしゃ,発車,departure,このバスは5分後に発車します。,This bus will depart in five minutes.,प्रस्थान,यो बस ५ मिनेटमा प्रस्थान गर्नेछ।,このバスは5分後に（　　）します。,１,,,,,,,,,,,,,,,,,,,
604,パトカー,,patrol car,パトカーはスピード違反の車を追って行った。,The patrol car chased after a car for speeding.,गस्ती कार,गस्ती कारले गति उल्लङ्घन गरेको कारलाई पछ्यायो।,（　　）はスピード違反の車を追って行った。,１,,,,,,,,,,,,,,,,,,,
605,ハンドル,,"handle, steering wheel",日本の車はハンドルが右側に付いている。,The steering wheel is on the right-hand side in Japanese cars.,स्टियरिङ,जापानी कारहरूमा स्टियरिङ दाहिने तिर हुन्छ।,日本の車は（　　）が右側に付いている。,１,,,,,,,,,,,,,,,,,,,
606,ひん,便,flight,午後の便で北海道へ行く。,I'll go on the afternoon flight to Hokkaido.,उडान,म दिउँसोको उडानमा होक्काइडो जानेछु।,午後の（　　）で北海道へ行く。,１,,,,,,,,,,,,,,,,,,,
607,ブレーキ,,brake,猫が飛び出して来たので、ブレーキを踏んだ。,"A cat dashed out, I stepped on the brakes.",ब्रेक,बिरालो निस्केर आएकोले ब्रेक लगाएँ।,猫が飛び出して来たので、（　　）を踏んだ。,１,,,,,,,,,,,,,,,,,,,
608,ホーム,,platform,次の電車を待つ人がホームに並んでいる。,People waiting for the next train are lined up on the platform.,प्लेटफर्म,अर्को ट्रेनको प्रतीक्षा गर्ने मानिसहरू प्लेटफर्ममा लाइनमा छन्।,次の電車を待つ人が（　　）に並んでいる।,１,,,,,,,,,,,,,,,,,,,
609,ゆき,行き,going,行きは飛行機、帰りは新幹線にします。,I've decided I'm going by plane and returning by Shinkansen.,जाने,जान्दा विमानमा र फर्कँदा शिन्कान्सेनमा जानेछु।,（　　）は飛行機、帰りは新幹線にします。,１,,,,,,,,,,,,,,,,,,,
610,ラッシュ,,rush hour,ラッシュアワーは駅も電車も混んでいる。,"In the rush hour, both the trains and the stations are crowded.",भीडभाड,भीडको समयमा स्टेशन र ट्रेन दुबै भरिएका हुन्छन्।,（　　）アワーは駅も電車も混んでいる。,１,,,,,,,,,,,,,,,,,,,
611,レール,,rail,モノレールはレールが1本しかない。,A monorail has only one rail.,रेल,मोनोरेलमा एउटा मात्र रेल हुन्छ।,モノレールは（　　）が1本しかない。,１,,,,,,,,,,,,,,,,,,,
612,ダンプ,,dump truck,,,डम्प ट्रक,,,１,,,,,,,,,,,,,,,,,,,
613,トラック,,truck,,,ट्रक,,,１,,,,,,,,,,,,,,,,,,,
614,ヘリコプター,,helicopter,,,हेलिकप्टर,,,１,,,,,,,,,,,,,,,,,,,
615,ボート,,boat,,,डुङ्गा,,,１,,,,,,,,,,,,,,,,,,,
616,モノレール,,monorail,,,मोनोरेल,,,１,,,,,,,,,,,,,,,,,,,
617,ロケット,,rocket,,,रकेट,,,１,,,,,,,,,,,,,,,,,,,
618,あせ,汗,sweat,暑くて、たくさん汗をかいた。,It was hot and I sweated a lot.,पसिना,गर्मी भएकोले धेरै पसिना आयो।,暑くて、たくさん（　　）をかいた。,１,,,,,,,,,,,,,,,,,,,
619,アレルギー,,allergy,食べ物のアレルギーはありますか。,Do you have any food allergies?,एलर्जी,के तपाईंलाई खानाको एलर्जी छ?,食べ物の（　　）はありますか。,１,,,,,,,,,,,,,,,,,,,
620,いいん,医院,doctor's office,内科の医院は、いつも混んでいる。,The internal medicine doctor's office is always crowded.,अस्पताल,आन्तरिक चिकित्सा डाक्टरको कार्यालय सधैं भरिएको हुन्छ।,内科の（　　）は、いつも混んでいる。,１,,,,,,,,,,,,,,,,,,,
621,いき,息,breath,今日は寒いので、息が白い。,"Because it's cold today, people's breath is white.",सास,आज चिसो भएकोले सास सेतो देखिन्छ।,今日は寒いので、（　　）が白い।,１,,,,,,,,,,,,,,,,,,,
622,いねむり,居眠り,doze,事故の原因は運転中の居眠りだった。,The cause of the accident was somebody nodding off while driving.,निद्रा,दुर्घटनाको कारण ड्राइभिङ गर्दा निदाएको थियो।,事故の原因は運転中の（　　）だった。,１,,,,,,,,,,,,,,,,,,,
623,いのち,命,life,すぐ手術をすれば、この子の命は助けられる。,"If operated on immediately, this child's life will be saved.",जीवन,यदि तुरुन्त शल्यक्रिया गरियो भने यो बच्चाको जीवन बचाउन सकिन्छ।,すぐ手術をすれば、この子の（　　）は助けられる。,１,,,,,,,,,,,,,,,,,,,
624,インフルエンザ,,influenza,インフルエンザにかかって、高い熱が出た。,I had influenza and got a high fever.,इन्फ्लुएन्जा,इन्फ्लुएन्जा भएर धेरै ज्वरो आयो।,（　　）にかかって、高い熱が出た。,１,,,,,,,,,,,,,,,,,,,
625,ウイルス,,virus,患者の血液からウイルスが見付かった。,A virus was found in the patient's blood.,भाइरस,बिरामीको रगतमा भाइरस भेटियो।,患者の血液から（　　）が見付かった。,１,,,,,,,,,,,,,,,,,,,
626,うがい,,gargle,家に帰ったら、必ずうがいをする。,I always gargle when I get home.,कुल्ला गर्नु,घर फर्किएपछि सधैं कुल्ला गर्छु।,家に帰ったら、必ず（　　）をする。,１,,,,,,,,,,,,,,,,,,,
627,かおり,香り,"scent, smell",この石けんは花の香りがする。,This soap has a flower smell.,सुगन्ध,यो साबुनमा फूलको सुगन्ध छ।,この石けんは花の（　　）がする。,１,,,,,,,,,,,,,,,,,,,
628,かふんしょう,花粉症,hay fever,春は花粉症に苦しむ人が多い。,Many people suffer from hay fever in the spring.,परागकण एलर्जी,वसन्तमा धेरै मानिसहरू परागकण एलर्जीले गाह्रो पार्छ।,春は（　　）に苦しむ人が多い。,１,,,,,,,,,,,,,,,,,,,
629,かみのけ,髪の毛,hair,暑くなったので、髪の毛を短く切った。,"Because it's got hot, I cut my hair short.",कपाल,गर्मी भएकोले कपाल छोटो काटेँ।,暑くなったので、（　　）を短く切った。,１,,,,,,,,,,,,,,,,,,,
630,がん,癌,cancer,1年に1度、癌の検査を受けている。,I undergo a cancer examination once a year.,क्यान्सर,वर्षमा एक पटक क्यान्सरको जाँच गराउँछु।,1年に1度、（　　）の検査を受けている。,１,,,,,,,,,,,,,,,,,,,
631,かんじゃ,患者,patient,冬になると、インフルエンザの患者が増える。,"When winter comes, the number of influenza patients increases.",बिरामी,जाडो आउँदा इन्फ्लुएन्जाका बिरामीहरू बढ्छन्।,冬になると、インフルエンザの（　　）が増える。,１,,,,,,,,,,,,,,,,,,,
632,きず,傷,"cut, scar, wound",猫の爪が、なかなか治らない。,The cut on my finger is hardly getting better.,घाउ,बिरालोको नङले लगाएको घाउ छिटो निको भएको छैन।,猫の爪が、なかなか治らない。,１,,,,,,,,,,,,,,,,,,,
633,きゅうびょう,急病,sudden illness,父が急病だという連絡が、母からあった。,I received word from my mother that my father had suddenly become ill.,आकस्मिक रोग,बुबालाई एक्कासी बिरामी भएको खबर आमाबाट आयो।,父が（　　）だという連絡が、母からあった。,１,,,,,,,,,,,,,,,,,,,
634,きんえん,禁煙,stopping smoking,健康のことを考えて、禁煙した。,I thought about my health and gave up smoking.,धुम्रपान छोड्नु,स्वास्थ्यको बारेमा सोचेर धुम्रपान छोडेँ।,健康のことを考えて、（　　）した。,１,,,,,,,,,,,,,,,,,,,
635,きんし,禁止,prohibition,この公園では野球やゴルフを禁止している。,It is prohibited to play baseball or golf in this park.,निषेध,यो पार्कमा बेसबल र गल्फ खेल्न निषेध छ।,この公園では野球やゴルフを（　　）している。,１,,,,,,,,,,,,,,,,,,,
636,くしゃみ,,sneezing,花粉症でくしゃみが止まらない。,I can't stop sneezing because of this hay fever.,हाच्छिउँ,परागकण एलर्जीले हाच्छिउँ रोकिँदैन।,花粉症で（　　）が止まらない。,１,,,,,,,,,,,,,,,,,,,
637,けつあつ,血圧,blood pressure,血圧が高いので、食べ物に気を付けている。,"Because my blood pressure is high, I am being careful about food.",रक्तचाप,रक्तचाप बढी भएकोले खानपानमा ध्यान दिन्छु।,（　　）が高いので、食べ物に気を付けている。,１,,,,,,,,,,,,,,,,,,,
638,けつえき,血液,blood,血液の検査をして、病気が分かった。,The disease was found by examining my blood.,रगत,रगतको जाँच गरेर रोग पत्ता लाग्यो।,（　　）の検査をして、病気が分かった。,１,,,,,,,,,,,,,,,,,,,
639,げり,下痢,diarrhea,古い魚を食べて、下痢をした。,I got diarrhea from eating fish that was off.,झाडापखाला,बासी माछा खाएर झाडापखाला भयो।,古い魚を食べて、（　　）をした。,１,,,,,,,,,,,,,,,,,,,
640,けんこう,健康,health,健康のために、毎日30分歩いている。,"For my health, I walk 30 minutes a day.",स्वास्थ्य,स्वास्थ्यको लागि दैनिक ३० मिनेट हिड्छु।,（　　）のために、毎日30分歩いている。,１,,,,,,,,,,,,,,,,,,,
641,けんさ,検査,examination,毎年、胃の検査をしている。,I have a stomach examination every year.,जाँच,हरेक वर्ष पेटको जाँच गराउँछु।,毎年、胃の（　　）をしている。,１,,,,,,,,,,,,,,,,,,,
642,こきゅう,呼吸,breathing,魚は水の中でだけ呼吸ができる。,Fish can only breathe in water.,सास फेर्नु,माछाले पानीमा मात्र सास फेर्न सक्छ।,魚は水の中でだけ（　　）ができる。,１,,,,,,,,,,,,,,,,,,,
643,こっせつ,骨折,"bone fracture, broken bone",スキーで転んで、足を骨折した。,I fell down while skiing and broke my leg.,हड्डी भाँचिनु,स्कि खेल्दा लडेर खुट्टाको हड्डी भाँचियो।,スキーで転んで、足を（　　）した。,１,,,,,,,,,,,,,,,,,,,
644,コンタクト,,contact lens,寝るときは、コンタクトを外す。,"When I go to bed, I take out my contacts.",कन्ट्याक्ट लेन्स,सुत्दा कन्ट्याक्ट लेन्स फुकाल्छु।,寝るときは、（　　）を外す。,１,,,,,,,,,,,,,,,,,,,
645,しぼう,死亡,death,交通事故で死亡する人は減ってきた。,The number of people being killed in traffic accidents is decreasing.,मृत्यु,ट्राफिक दुर्घटनामा मर्ने मानिसहरूको संख्या घट्दै गएको छ।,交通事故で（　　）する人は減ってきた。,１,,,,,,,,,,,,,,,,,,,
646,しゅじゅつ,手術,operation,父は、手術してから元気になった。,My father got well after his operation.,शल्यक्रिया,बुबा शल्यक्रिया गरेपछि निको भए।,父は、（　　）してから元気になった。,１,,,,,,,,,,,,,,,,,,,
647,しゅっけつ,出血,bleeding,出血がひどかったので、病院へ行った。,"Because the bleeding was terrible, I went to the hospital.",रक्तस्राव,रक्तस्राव धेरै भएकोले अस्पताल गएँ।,（　　）がひどかったので、病院へ行った。,１,,,,,,,,,,,,,,,,,,,
648,しょうじょう,症状,symptoms,薬を飲んだら、風邪の症状が軽くなった。,"I took the medicine, and my cold symptoms lightened.",लक्षणहरू,औषधि खाएपछि रुघाखोकीका लक्षणहरू कम भए।,薬を飲んだら、風邪の（　　）が軽くなった。,１,,,,,,,,,,,,,,,,,,,
649,しょうどく,消毒,"disinfection, sterilization",医者は患者を診るとき、手を消毒する。,"When examining patients, the doctor disinfects his hands.",सफा गर्नु,डाक्टरले बिरामी हेर्दा हात सफा गर्छ।,医者は患者を診るとき、手を（　　）する。,１,,,,,,,,,,,,,,,,,,,
650,しょくちゅうどく,食中毒,food poisoning,食中毒は夏に多いと言われている。,It is said there is a lot of food poisoning in summer.,खाना विषाक्तता,ग्रीष्मकालमा खाना विषाक्तता धेरै हुने भनिन्छ।,（　　）は夏に多いと言われている。,１,,,,,,,,,,,,,,,,,,,
651,しょくよく,食欲,appetite,病気が治って、食欲が出てきた。,"I got better, and my appetite came back.",भोक,रोग निको भएपछि भोक लाग्न थाल्यो।,病気が治って、（　　）が出てきた。,１,,,,,,,,,,,,,,,,,,,
652,しらが,白髪,gray hair,父は急に白髪が増えた。,My father's gray hair has suddenly increased.,सेतो कपाल,बुबाको सेतो कपाल एकासी बढ्यो।,父は急に（　　）が増えた।,１,,,,,,,,,,,,,,,,,,,
653,しんけい,神経,nerve,歯の神経を抜くことになった。,I ended up having a dental nerve removed.,नर्भ,दाँतको नर्भ निकाल्नुपर्‍यो।,歯の（　　）を抜くことになった。,１,,,,,,,,,,,,,,,,,,,
654,しんさつ,診察,medical examination,熱が続くので、病院で診察してもらった。,"Because my fever persisted, I had an examination at the hospital.",जाँच,ज्वरो नछुटेकोले अस्पतालमा जाँच गराएँ।,熱が続くので、病院で（　　）してもらった。,１,,,,,,,,,,,,,,,,,,,
655,しんだんしょ,診断書,medical certificate,この保険に入るには、医師の診断書が必要だ。,"To apply for this insurance, you need a medical certificate from a doctor.",निदान प्रमाणपत्र,यो बीमामा भर्ना हुन डाक्टरको निदान प्रमाणपत्र चाहिन्छ।,この保険に入るには、医師の（　　）が必要だ。,１,,,,,,,,,,,,,,,,,,,
656,しんちょう,身長,height,兄は家族の中でいちばん身長が高い。,My older brother is the tallest in our family.,उचाइ,दाजु परिवारमा सबैभन्दा अग्लो हुनुहुन्छ।,兄は家族の中でいちばん（　　）が高い。,１,,,,,,,,,,,,,,,,,,,
657,すいみん,睡眠,sleep,明日のために、睡眠をすっかりとろう。,"For tomorrow, I'll rest and get a good night's sleep.",निद्रा,भोलिको लागि राम्रो निद्रा लिने गरौं।,明日のために、（　　）をすっかりとろう。,１,,,,,,,,,,,,,,,,,,,
658,ずつう,頭痛,headache,頭痛がするので、薬を飲んだ。,"Because I had a headache, I took medicine.",टाउको दुखाइ,टाउको दुखेकोले औषधि खाएँ।,（　　）がするので、薬を飲んだ。,１,,,,,,,,,,,,,,,,,,,
659,ストレス,,stress,ストレスをためるのは体によくない。,The build-up of stress is not good for your body.,तनाव,तनाव जम्मा गर्नु शरीरको लागि राम्रो छैन।,（　　）をためるのは体によくない。,１,,,,,,,,,,,,,,,,,,,
660,せき,,cough,今流行している風邪は、せきがひどい。,The cold going around now seems to bring on a terrible cough.,खोकी,अहिले फैलिएको रुघाखोकी निकै गाह्रो छ।,今流行している風邪は、（　　）がひどい।,１,,,,,,,,,,,,,,,,,,,
661,ダイエット,,diet,ダイエットをして、3キロやせた。,I dieted and lost three kilograms.,आहार नियन्त्रण,आहार नियन्त्रण गरेर ३ किलो तौल घटाएँ।,（　　）をして、3キロやせた。,１,,,,,,,,,,,,,,,,,,,
662,たいおん,体温,body temperature,体温を測ったら、39度もあった。,"When I took my temperature, it was as high as 39 degrees.",शरीरको तापक्रम,ज्वरो नापेर हेर्दा ३९ डिग्री थियो।,（　　）を測ったら、39度もあった。,１,,,,,,,,,,,,,,,,,,,
663,たいじゅう,体重,body weight,食べ過ぎで体重が3キロも増えてしまった。,I ate too much and my weight has increased by three kilograms.,शरीरको तौल,धेरै खाएकोले ३ किलो तौल बढ्यो।,食べ過ぎで（　　）が3キロも増えてしまった。,１,,,,,,,,,,,,,,,,,,,
664,たいりょく,体力,physical strength,体力が落ちて、最近よく風邪を引く。,"My physical strength has declined, and recently I catch colds easily.",शारीरिक शक्ति,शारीरिक शक्ति घटेकोले पछिल्लो समय धेरै रुघाखोकी लाग्छ।,（　　）が落ちて、最近よく風邪を引く。,１,,,,,,,,,,,,,,,,,,,
665,つかれ,疲れ,"tiredness, fatigue",疲れがとれなくて、遅れが取れない。,I can't sleep at night and get rid of my tiredness.,थकान,थकान नहटेर सुत्न सकिँदैन।,（　　）がとれなくて、遅れが取れない।,１,,,,,,,,,,,,,,,,,,,
666,ながいき,長生き,"longevity, long life",「祖母は100歳ですね」「ご長生きですね」,"My grandmother is 100 years old. ""She is living to a ripe old age.""",लामो आयु,हजुरआमा १०० वर्षको हुनुभयो। निकै लामो आयु पाउनुभयो।,「祖母は100歳ですね」「ご（　　）ですね」,１,,,,,,,,,,,,,,,,,,,
667,なみだ,涙,"tear, eyewater",朝から目がかゆくて、涙も出る。,"Since this morning, my eyes are itchy and water.",आँसु,बिहानदेखि आँखा चिलाउँछ र आँसु पनि आउँछ।,朝から目がかゆくて、（　　）も出る。,１,,,,,,,,,,,,,,,,,,,
668,におい,匂い,smell,この花は、いい匂いがする。,This flower has a nice smell.,गन्ध,यो फूलको राम्रो गन्ध आउँछ।,この花は、いい（　　）がする。,１,,,,,,,,,,,,,,,,,,,
669,はきけ,吐き気,nausea,おなかも痛いし、吐き気もしてつらい。,I feel terrible because I have a stomachache and nausea.,बान्ता लाग्नु,पेट दुख्छ र बान्ता पनि लाग्छ। धेरै गाह्रो छ।,おなかも痛いし、（　　）もしてつらい。,１,,,,,,,,,,,,,,,,,,,
670,はだ,肌,skin,赤ちゃんの肌は、とても柔らかい。,Babies' skin is very soft.,छाला,बच्चाको छाला निकै नरम हुन्छ।,赤ちゃんの（　　）は、とても柔らかい।,１,,,,,,,,,,,,,,,,,,,
671,はだか,裸,"naked, nude",日本では裸で温泉に入る。,In Japan people get in hot springs in the nude.,नाङ्गो,जापानमा नाङ्गै भएर तातो पानीमा नुहाइन्छ।,日本では（　　）で温泉に入る。,１,,,,,,,,,,,,,,,,,,,
672,がんか,眼科,ophthalmology,,,आँखा चिकित्सा,,,１,,,,,,,,,,,,,,,,,,,
673,げか,外科,surgery,,,शल्यक्रिया चिकित्सा,,,１,,,,,,,,,,,,,,,,,,,
674,さんふじんか,産婦人科,obstetrics and gynecology,,,सुत्केरी चिकित्सा,,,１,,,,,,,,,,,,,,,,,,,
675,しか,歯科,dentistry,,,दाँत चिकित्सा,,,１,,,,,,,,,,,,,,,,,,,
676,じびか,耳鼻科,otolaryngology,,,कान नाक गला चिकित्सा,,,１,,,,,,,,,,,,,,,,,,,
677,しょうにか,小児科,pediatrics,,,बाल चिकित्सा,,,１,,,,,,,,,,,,,,,,,,,
678,せいけいげか,整形外科,orthopedics,,,हड्डी जोर्नी चिकित्सा,,,１,,,,,,,,,,,,,,,,,,,
679,ないか,内科,internal medicine,,,आन्तरिक चिकित्सा,,,１,,,,,,,,,,,,,,,,,,,
680,ひふか,皮膚科,dermatology,,,छाला चिकित्सा,,,１,,,,,,,,,,,,,,,,,,,
681,はだし,裸足,bare feet,子供のころ、よくはだしで遊んでいた。,"In my childhood, I used to play a lot barefoot.",नाङ्गो खुट्टा,बाल्यकालमा प्रायः नाङ्गो खुट्टाले खेल्थेँ।,子供のころ、よく（　　）で遊んでいた।,１,,,,,,,,,,,,,,,,,,,
682,はら,腹,"belly, stomach",父は、鏡を見て「腹が出てきたな」と言った。,"My father looked in the mirror and said, ""I've become pot-bellied.""",पेट,"बुबाले ऐनामा हेरेर ""पेट निस्केको छ"" भन्नुभयो।",父は、鏡を見て「（　　）が出てきたな」と言った。,１,,,,,,,,,,,,,,,,,,,
683,ひふ,皮膚,skin,日に当たったら、皮膚が赤くなった。,"When I was exposed to the sun, my skin became red.",छाला,घाममा बसेपछि छाला रातो भयो।,日に当たったら、（　　）が赤くなった。,１,,,,,,,,,,,,,,,,,,,
684,ふくさよう,副作用,side effect,この薬は前症状で眠くなることがある。,Sometimes a side effect of this medicine is that it makes you drowsy.,साइड इफेक्ट,यो औषधिले कहिलेकाहीं निद्रा लगाउँछ।,この薬は前症状で眠くなることがある。,１,,,,,,,,,,,,,,,,,,,
685,へいねつ,平熱,normal temperature,私の平熱は36.3度です。,My normal temperature is 36.3 degrees.,सामान्य तापक्रम,मेरो सामान्य तापक्रम ३६.३ डिग्री छ।,私の（　　）は36.3度です。,１,,,,,,,,,,,,,,,,,,,
686,ほね,骨,bone,牛乳や小魚は骨を強くする。,Milk and small fish make your bones strong.,हड्डी,दूध र साना माछाले हड्डी बलियो बनाउँछ।,牛乳や小魚は（　　）を強くする。,１,,,,,,,,,,,,,,,,,,,
687,マスク,,mask,せきが出るので、マスクをしている。,"Because I have a cough, I'm wearing a mask.",मास्क,खोकी लागेकोले मास्क लगाएको छु।,せきが出るので、（　　）をしている。,１,,,,,,,,,,,,,,,,,,,
688,むしば,虫歯,"bad tooth, cavity",虫歯が痛くて、眠れない。,My bad tooth aches and I cannot sleep.,दाँत किर्ने,दाँत किरेकोले दुखेर सुत्न सकिँदैन।,（　　）が痛くて、眠れない।,１,,,,,,,,,,,,,,,,,,,
689,めぐすり,目薬,eye drops,目薬が、うまく目に入らない。,I'm no good at getting eye drops into my eyes.,आँखाको औषधि,आँखाको औषधि राम्रोसँग आँखामा पर्दैन।,（　　）が、うまく目に入らない。,１,,,,,,,,,,,,,,,,,,,
690,やけど,,"burn, scald",うっかり熱いお湯に触って、やけどした。,I carelessly put my hand in hot water and got scalded.,जलेको,गलतीले तातो पानीमा हात हालेर जलाएँ।,うっかり熱いお湯に触って、（　　）した。,１,,,,,,,,,,,,,,,,,,,
