ka,JP-rubi,JP-kanji,english,exa,EN-sentence,NP1,NP-sentence,JP-question,カンデルサイン,S1,S3,S5,S7,S2,S4,N2,N4,N6,N8,,,,,,,,,
392,プロポーズ,,propose,突然、彼がプロポーズしたので驚いた。,"As he suddenly proposed, I was shocked.",प्रस्ताव,उहाँले अचानक विवाहको प्रस्ताव राख्नुभएकोले म छक्क परें।,突然、彼が（　）したので驚いた,,,,,,,,,,,,,,,,,,,,
393,ふんいき,雰囲気,atmosphere,このレストランは雰囲気がとてもいい。,This restaurant has a really good atmosphere.,वातावरण,यो रेस्टुरेन्टमा साँच्चै राम्रो वातावरण छ।,このレストランは（　）がとてもいい,,,,,,,,,,,,,,,,,,,,
394,へいきん,平均（する）,average,平均すると、１か月に１５万円の収入がある。,"On average, income is about 150,000 yen a month.",औसत,"औसतमा, मासिक आय लगभग १५०,००० येन हुन्छ।",（　）すると、１か月に１５万円の収入がある,,,,,,,,,,,,,,,,,,,,
395,べつべつ,別々,separately/apart,小学校から兄とは別々の部屋になった。,My older brother and I went into separate rooms from elementary school.,अलग-अलग,प्राथमिक विद्यालयदेखि नै मेरो दाजु र म अलग-अलग कोठामा बस्यौं।,小学校から兄とは（　）の部屋になった,,,,,,,,,,,,,,,,,,,,
396,へんか,変化（する）,change/variation,朝と晩で気温が大きく変化する。,The temperature changes greatly between morning and evening.,परिवर्तन,बिहान र साँझको बीचमा तापक्रममा ठूलो परिवर्तन हुन्छ।,朝と晩で気温が大きく（　）する,,,,,,,,,,,,,,,,,,,,
397,へんこう,変更（する）,change/alteration,美容院の予約時間を変更してもらった。,The hair salon changed my appointment for me.,परिवर्तन,ब्युटी सलोनले मेरो लागि भेट्ने समय परिवर्तन गरिदियो।,美容院の予約時間を（　）してもらった,,,,,,,,,,,,,,,,,,,,
398,へんしん,返信（する）,reply,友達から来たメールに返信した。,I replied to the e-mail I received from my friend.,जवाफ,मैले साथीबाट आएको इमेलको जवाफ दिएँ।,友達から来たメールに（　）した,,,,,,,,,,,,,,,,,,,,
399,ポインター,,pointer/cursor,マウスの調子が変で、ポインターが動かない。,"The mouse is acting strange, and the cursor won't move.",पोइन्टर,"माउस अनौठो कामकाज गरिरहेको छ, र पोइन्टरले काम गरिरहेको छैन।",マウスの調子が変で、（　）が動かない,,,,,,,,,,,,,,,,,,,,
400,ぼうえき,貿易（する）,trade,日本の主な貿易の相手国はアメリカと中国だ。,Japan's main trading partners are the U.S. and China.,व्यापार,जापानका मुख्य व्यापारिक साझेदारहरू अमेरिका र चीन हुन्।,日本の主な（　）の相手国はアメリカと中国だ,,,,,,,,,,,,,,,,,,,,
401,ほうげん,方言,dialect,いつも、ふるさとの友達とは方言で話す。,I always talk in dialect to my hometown friends.,बोली,म सधैं मेरो गृहनगरका साथीहरूसँग स्थानीय बोलीमा कुरा गर्छु।,いつも、ふるさとの友達とは（　）で話す,,,,,,,,,,,,,,,,,,,,
402,ほうこく,報告（する）,report,課長に仕事の報告をした。,I gave a report on the work to the section manager.,प्रतिवेदन,मैले शाखा प्रबन्धकलाई कामको प्रतिवेदन दिएँ।,課長に仕事の（　）をした,,,,,,,,,,,,,,,,,,,,
403,ぼうし,防止（する）,prevention,事故を防止するために、機械をチェックする。,"In order to prevent accidents, we check the machines.",रोकथाम,"दुर्घटना रोक्नको लागि, हामी मेशिनहरूको जाँच गर्छौं।",事故を（　）するために、機械をチェックする,,,,,,,,,,,,,,,,,,,,
404,ぼうねんかい,忘年会,year-end party,今年の忘年会は、すき焼き屋でやりませんか。,This year why don't we have the year-end party at a sukiyaki restaurant?,वर्ष समापन पार्टी,यस वर्ष हामी सुकियाकी रेस्टुरेन्टमा वर्ष समापन पार्टी गर्न सक्छौं?,今年の（　）は、すき焼き屋でやりませんか,,,,,,,,,,,,,,,,,,,,
405,ほうほう,方法,method,実験の方法をいろいろ考えた。,I thought about the experiment method in various ways.,विधि,मैले प्रयोगको विधिको बारेमा विभिन्न तरिकाले सोचें।,実験の（　）をいろいろ考えた,,,,,,,,,,,,,,,,,,,,
406,ほうもん,訪問（する）,visit,結婚した友達の家を訪問した。,I visited the home of a friend who had married.,भ्रमण,मैले विवाहित साथीको घर भ्रमण गरें।,結婚した友達の家を（　）した,,,,,,,,,,,,,,,,,,,,
407,ほうりつ,法律,law,政府も国民も法律を守らなければならない。,Both the government and the people must obey the law.,कानून,सरकार र नागरिक दुवैले कानूनको पालना गर्नुपर्छ।,政府も国民も（　）を守らなければならない,,,,,,,,,,,,,,,,,,,,
408,ホームシック,,homesickness,来日して半年は、よくホームシックになった。,I came to Japan and for half a year I often suffered from homesickness.,होम सिक,जापान आएपछि आधा वर्षसम्म मलाई प्रायः होम सिक हुन्थ्यो।,来日して半年は、よく（　）になった,,,,,,,,,,,,,,,,,,,,
409,ホームステイ,,homestay,アメリカで１か月ホームステイをした。,I did a month's homestay in the U.S.,होमस्टे,म अमेरिकामा एक महिना होमस्टेमा बसें।,アメリカで１か月（　）をした,,,,,,,,,,,,,,,,,,,,
410,ホームページ,,homepage,大学のサークルのホームページを作りたい。,I want to make the homepage for my circle at university.,होमपेज,म विश्वविद्यालयको मेरो सर्कलको लागि होमपेज बनाउन चाहन्छु।,大学のサークルの（　）を作りたい,,,,,,,,,,,,,,,,,,,,
411,ぼしゅう,募集（する）,recruitment,レストランでアルバイトを募集している。,The restaurant is recruiting part-time staff.,भर्ना,रेस्टुरेन्टले पार्ट-टाइम कर्मचारी भर्ना गर्दैछ।,レストランでアルバイトを（　）している,,,,,,,,,,,,,,,,,,,,
412,ポスター,,poster,祭りのポスターを壁に貼った。,I put the festival poster on the wall.,पोस्टर,मैले उत्सवको पोस्टर भित्तामा टाँसें।,祭りの（　）を壁に貼った,,,,,,,,,,,,,,,,,,,,
413,ほぞん,保存（する）,preservation/storing,野菜を保存するときは、冷蔵庫の野菜室で。,"As to storing vegetables, place them in the vegetable box in the fridge.",संरक्षण,"तरकारी संरक्षण गर्दा, तिनीहरूलाई फ्रिजको तरकारी बक्समा राख्नुहोस्।",野菜を（　）するときは、冷蔵庫の野菜室で,,,,,,,,,,,,,,,,,,,,
414,ボランティア,,volunteer,父はボランティアで観光ガイドをしている。,My father is working as a volunteer tour guide.,स्वयंसेवक,मेरा बुबा स्वयंसेवक पर्यटक गाइडको रूपमा काम गर्दै हुनुहुन्छ।,父は（　）で観光ガイドをしている,,,,,,,,,,,,,,,,,,,,
415,ほんしゃ,本社,head office/headquarters,来月、兄は大阪の支社から東京の本社に移る。,"Next month, my older brother will move from the Osaka branch office to the Tokyo head office.",मुख्य कार्यालय,"अर्को महिना, मेरो दाइ ओसाका शाखा कार्यालयबाट टोक्यो मुख्य कार्यालयमा सर्नेछ।",来月、兄は大阪の支社から東京の（　）に移る,,,,,,,,,,,,,,,,,,,,
416,ほんもの,本物,real thing,このダイヤモンドは本物です。,This diamond is real.,वास्तविक,यो हीरा वास्तविक हो।,このダイヤモンドは（　）です,,,,,,,,,,,,,,,,,,,,
417,ほんやく,翻訳（する）,translation,将来、翻訳の仕事がしたい。,In the future I want to do translation work.,अनुवाद,"भविष्यमा, म अनुवाद काम गर्न चाहन्छु।",将来、（　）の仕事がしたい,,,,,,,,,,,,,,,,,,,,
418,マーク,,mark,覚えた単語にマークを付けよう。,Mark the words you've learned.,चिन्ह,तपाईंले सिकेका शब्दहरूमा चिन्ह लगाउनुहोस्।,覚えた単語に（　）を付けよう,,,,,,,,,,,,,,,,,,,,
419,まちあわせ,待ち合わせ（する）,meeting (by appointment),６時に友達と待ち合わせをした。,I arranged to meet my friend at six o'clock.,भेट,म ६ बजे मेरो साथीसँग भेट्ने व्यवस्था गरें।,６時に友達と（　）をした,,,,,,,,,,,,,,,,,,,,
420,マナーモード,,manner/silent mode,電車の中では携帯電話をマナーモードにする。,I switch my cell phone to manner mode on the train.,मानर मोड,"रेलमा, म मेरो मोबाइल फोनलाई मानर मोडमा राख्छु।",電車の中では携帯電話を（　）にする,,,,,,,,,,,,,,,,,,,,
421,マニュアル,,manual,マニュアルを読めば、使い方が分かる。,"If you read the manual, you'll understand how to use it.",म्यानुअल,"यदि तपाईंले म्यानुअल पढ्नुभयो भने, तपाईंले यसको प्रयोग गर्ने तरिका बुझ्नुहुनेछ।",（　）を読めば、使い方が分かる,,,,,,,,,,,,,,,,,,,,
422,まね,,mimicry/imitation,友達は先生のまねが上手だ。,My friend is good at mimicking our teacher.,नक्कल,मेरो साथी हाम्रो शिक्षकको नक्कल गर्न राम्रो छ।,友達は先生の（　）が上手だ,,,,,,,,,,,,,,,,,,,,
423,まんいん,満員,packed with people,朝の電車は、いつも満員だ。,The morning trains are always packed with people.,भरिएको,बिहानको रेल सधैं यात्रुहरूले भरिएको हुन्छ।,朝の電車は、いつも（　）だ,,,,,,,,,,,,,,,,,,,,
424,ミス,,mistake/error,数学の試験で単純なミスをしてしまった。,I made a few simple mistakes in the math exam.,गल्ती,मैले गणित परीक्षामा केही सामान्य गल्तीहरू गरें।,数学の試験で単純な（　）をしてしまった,,,,,,,,,,,,,,,,,,,,
425,みんしゅしゅぎ,民主主義,democracy,日本は民主主義の国だ。,Japan is a democratic country.,प्रजातन्त्र,जापान एक प्रजातान्त्रिक देश हो।,日本は（　）の国だ,,,,,,,,,,,,,,,,,,,,
426,むちゅう,夢中,infatuation/absorption,今、息子は新しいゲームに夢中だ。,At the moment my son is crazy about a new game.,मग्न,"अहिले, मेरो छोरा नयाँ खेलमा मग्न छ।",今、息子は新しいゲームに（　）だ,,,,,,,,,,,,,,,,,,,,
427,めいしょ,名所,famous place/place of interest,富士山とその周りの湖は観光の名所だ。,Mt. Fuji and the surrounding lakes are tourist attractions.,प्रसिद्ध स्थान,माउन्ट फुजी र वरिपरिका तालहरू पर्यटकीय आकर्षणका प्रसिद्ध स्थानहरू हुन्।,富士山とその周りの湖は観光の（　）だ,,,,,,,,,,,,,,,,,,,,
428,めいぶつ,名物,local speciality,お土産に、この寺の名物のお菓子を買った。,I bought the temple's well-known confectionary as a souvenir.,विशेषता,मैले मन्दिरको प्रसिद्ध मिठाईलाई सौगातको रूपमा किनें।,お土産に、この寺の（　）のお菓子を買った,,,,,,,,,,,,,,,,,,,,
429,めいれい,命令（する）,order/command,会社の命令で１か月の海外研修に行った。,"As per my company's instructions, I went for one month's overseas training.",आदेश,"कम्पनीको आदेश अनुसार, म एक महिनाको विदेशी तालिममा गएँ।",会社の（　）で１か月の海外研修に行った,,,,,,,,,,,,,,,,,,,,
430,メールアドレス,,e-mail address,名刺にメールアドレスが書いてある。,The e-mail address is written on the business card.,इमेल ठेगाना,इमेल ठेगाना बिजनेस कार्डमा लेखिएको छ।,名刺に（　）が書いてある,,,,,,,,,,,,,,,,,,,,
431,メダル,,medal,大会で優勝して、メダルをもらった。,"Because I won at the tournament, I received a medal.",पदक,"प्रतियोगितामा जितेको कारण, मैले पदक प्राप्त गरें।",大会で優勝して、（　）をもらった,,,,,,,,,,,,,,,,,,,,
432,メモ,,memo,会議で決まったことをメモした。,I made a memo of the decisions made at the meeting.,नोट,मैले बैठकमा लिइएका निर्णयहरूको नोट बनाएँ।,会議で決まったことを（　）した,,,,,,,,,,,,,,,,,,,,
433,めんきょ,免許,license,医師になるには、免許が必要だ。,A license is necessary in order to become a doctor.,लाइसेन्स,डाक्टर बन्नको लागि लाइसेन्स आवश्यक छ।,医師になるには、（　）が必要だ,,,,,,,,,,,,,,,,,,,,
434,めんせつ,面接（する）,interview,就職試験の最後は社長との面接だ。,The last part of the employment examination is an interview with the president.,अन्तर्वार्ता,रोजगार परीक्षाको अन्तिम भाग अध्यक्षसँगको अन्तर्वार्ता हो।,就職試験の最後は社長との（　）だ,,,,,,,,,,,,,,,,,,,,
435,もうしこみ,申し込み,application,大会参加の申し込みは今日までです。,Application to participate in the meeting is until today.,आवेदन,बैठकमा भाग लिनको लागि आवेदन आज सम्म हो।,大会参加の（　）は今日までです,,,,,,,,,,,,,,,,,,,,
436,もくじ,目次,table of contents,目次を見ると、本の内容が大体分かる。,You can generally understand what a book is about by looking at the table of contents.,विषयसूची,"विषयसूची हेरेर, तपाईंले पुस्तकको विषयवस्तु साधारणतया बुझ्न सक्नुहुन्छ।",（　）を見ると、本の内容が大体分かる,,,,,,,,,,,,,,,,,,,,
437,もくてき,目的,purpose/aim,大学に行く目的を話してください。,Please talk about your purpose in going to university.,उद्देश्य,कृपया विश्वविद्यालय जानुको उद्देश्यको बारेमा कुरा गर्नुहोस्।,大学に行く（　）を話してください,,,,,,,,,,,,,,,,,,,,
438,もちもの,持ち物,belongings,出発の前に、空港で持ち物を検査された。,Before departure at the airport they inspected our belongings.,सामान,प्रस्थान गर्नु अघि विमानस्थलमा हाम्रो सामान जाँच गरियो।,出発の前に、空港で（　）を検査された,,,,,,,,,,,,,,,,,,,,
439,ものがたり,物語,story,悲しい物語を読んで、泣いてしまった。,I read a sad story and cried.,कथा,मैले एउटा दुःखद कथा पढें र रोएँ।,悲しい（　）を読んで、泣いてしまった,,,,,,,,,,,,,,,,,,,,
440,もよう,模様,pattern,花の模様のハンカチをもらった。,I received a flower-patterned handkerchief.,ढाँचा,मैले फूल ढाँचाको रुमाल प्राप्त गरें।,花の（　）のハンカチをもらった,,,,,,,,,,,,,,,,,,,,
441,やく,約,about,この大学は学生の約２割が留学生だ。,"At this university, about 20% of the students are overseas students.",लगभग,"यस विश्वविद्यालयमा, लगभग २०% विद्यार्थीहरू विदेशी छन्।",この大学は学生の（　）２割が留学生だ,,,,,,,,,,,,,,,,,,,,
442,ゆうき,勇気,courage,勇気を出して、知らない人に声を掛けた。,I got up my courage and called out to a stranger.,साहस,मैले साहस जुटाएँ र एक अपरिचित व्यक्तिलाई बोलाएँ।,（　）を出して、知らない人に声を掛けた,,,,,,,,,,,,,,,,,,,,
443,ゆうしょう,優勝（する）,championship,彼はテニスの試合で優勝した。,"At the tennis game, he won the championship.",विजय,उनले टेनिस खेलमा च्याम्पियनशिप जिते।,彼はテニスの試合で（　）した,,,,,,,,,,,,,,,,,,,,
444,ゆうじょう,友情,friendship,昔の友達との友情を大切にしている。,I value the friendship of old friends.,मित्रता,म पुराना साथीहरूसँगको मित्रतालाई महत्व दिन्छु।,昔の友達との（　）を大切にしている,,,,,,,,,,,,,,,,,,,,
445,ゆうびん,郵便,postal service/mail,郵便で父に誕生日のプレゼントを送った。,I sent a birthday present to my father by mail.,हुलाक,मैले मेरा बुबालाई जन्मदिनको उपहार हुलाकद्वारा पठाएँ।,（　）で父に誕生日のプレゼントを送った,,,,,,,,,,,,,,,,,,,,
446,ようきゅう,要求（する）,request/demand,住民は市に病院の建設を要求した。,The citizens demanded the city build a hospital.,माग,नागरिकहरूले शहरलाई अस्पताल निर्माण गर्न माग गरे।,住民は市に病院の建設を（　）した,,,,,,,,,,,,,,,,,,,,
447,ようし,用紙,form/paper,間違えのサイズを間違えてコピーしてしまった。,I photocopied the wrong size paper.,कागज,मैले गलत आकारको कागजको फोटोकपी गरें।,間違えの（　）を間違えてコピーしてしまった,,,,,,,,,,,,,,,,,,,,
448,ようす,様子,appearance,新しいビルが建って、町の様子が変わった。,"With the construction of that new building, the appearance of the town has changed.",अवस्था,"नयाँ भवन निर्माण भएपछि, शहरको अवस्था परिवर्तन भएको छ।",新しいビルが建って、町の（　）が変わった,,,,,,,,,,,,,,,,,,,,
449,よそう,予想（する）,expectation/anticipation,テストに出る問題を予想した。,I anticipated what questions would come up on the test.,अनुमान,मैले परीक्षामा आउने प्रश्नहरूको अनुमान लगाएँ।,テストに出る問題を（　）した,,,,,,,,,,,,,,,,,,,,
450,よほう,予報（する）,forecast,予報によると、明日は雪だそうだ。,"According to the forecast, they say it will snow tomorrow.",पूर्वानुमान,"मौसम पूर्वानुमान अनुसार, भोलि हिउँ पर्ने भनिएको छ।",（　）によると、明日は雪だそうだ,,,,,,,,,,,,,,,,,,,,
451,らいにち,来日（する）,visit to Japan,来月、両親が来日する。,Next month my parents will come to Japan.,जापान आगमन,अर्को महिना मेरा आमाबुबा जापान आउनुहुनेछ।,来月、両親が（　）する,,,,,,,,,,,,,,,,,,,,
452,りかい,理解（する）,understanding,私の国の文化や習慣を理解してほしい。,I want you to understand the culture and customs of my country.,बुझाइ,म तपाईंलाई मेरो देशको संस्कृति र रीतिरिवाजहरू बुझ्न चाहन्छु।,私の国の文化や習慣を（　）してほしい,,,,,,,,,,,,,,,,,,,,
453,リズム,,rhythm,リズムに合わせて手をたたいた。,I clapped my hands to the rhythm.,लय,मैले लयमा ताली बजाएँ।,（　）に合わせて手をたたいた,,,,,,,,,,,,,,,,,,,,
454,りそう,理想,ideal,彼は学生たちに理想の教育について話した。,He talked to the students about his ideal education.,आदर्श,उनले विद्यार्थीहरूलाई आदर्श शिक्षाको बारेमा कुरा गरे।,彼は学生たちに（　）の教育について話した,,,,,,,,,,,,,,,,,,,,
455,りゅうこう,流行（する）,fashion,最近、白い色の服が流行しているそうだ。,They say that white-color clothes are fashionable recently.,फेशन,भनिन्छ कि सेतो रंगको लुगा हालसालै फेशनमा छ।,最近、白い色の服が（　）しているそうだ,,,,,,,,,,,,,,,,,,,,
456,りょう,量,amount,日本人が食べる米の量は毎年減ってきている。,The amount of rice eaten by the Japanese is decreasing every year.,मात्रा,जापानीहरूले खाने चामलको मात्रा हरेक वर्ष घट्दै गइरहेको छ।,日本人が食べる米の（　）は毎年減ってきている,,,,,,,,,,,,,,,,,,,,
457,りょうがわ,両側,both sides,道路の両側に歩道がある。,There's a sidewalk on both sides of this road.,दुवै तर्फ,यो सडकको दुवै तर्फ फुटपाथ छ।,道路の（　）に歩道がある,,,,,,,,,,,,,,,,,,,,
458,りょけん,旅券,passport,海外へ行くときは、旅券が必要だ。,"When you go abroad, you need a passport.",राहदानी,"विदेश जाँदा, तपाईंलाई राहदानी चाहिन्छ।",海外へ行くときは、（　）が必要だ,,,,,,,,,,,,,,,,,,,,
459,ルール,,rule,ごみを出すルールを守ってください。,Please observe the rules concerning taking out garbage.,नियम,कृपया फोहोर फाल्ने सम्बन्धी नियमहरू पालना गर्नुहोस्।,ごみを出す（　）を守ってください,,,,,,,,,,,,,,,,,,,,
460,るすばん,留守番（する）,looking after a house (when someone is away),両親が海外へ行くので、留守番が必要だ。,"As my parents are going overseas, someone has to look after the house.",घरको हेरचाह,"मेरा आमाबुबा विदेश जाँदै हुनुहुनेछ, त्यसैले कसैले घरको हेरचाह गर्नु आवश्यक छ।",両親が海外へ行くので、（　）が必要だ,,,,,,,,,,,,,,,,,,,,
461,れい,例,example,例を出して説明してください。,Please give an example and explain it.,उदाहरण,कृपया एउटा उदाहरण दिएर व्याख्या गर्नुहोस्।,（　）を出して説明してください,,,,,,,,,,,,,,,,,,,,
462,れいがい,例外,exception,この文法の規則には例外もある。,There are exceptions to this grammar rule.,अपवाद,यो व्याकरण नियममा अपवादहरू छन्।,この文法の規則には（　）もある,,,,,,,,,,,,,,,,,,,,
463,れつ,列,line/queue,チケットを買う人が列になって並んでいる。,People buying tickets have formed a line and are queuing.,लाइन,टिकट किन्ने मानिसहरू लाइनमा बसेका छन्।,チケットを買う人が（　）になって並んでいる,,,,,,,,,,,,,,,,,,,,
464,レベル,,level,レベルが高い大学に行きたい。,I want to go to a high level university.,स्तर,म उच्च स्तरको विश्वविद्यालयमा जान चाहन्छु।,（　）が高い大学に行きたい,,,,,,,,,,,,,,,,,,,,
465,れんあい,恋愛（する）,romantic love,恋愛はしても、結婚したいとは思わなかった。,"Even if I had been in love, I didn't think I would want to get married.",प्रेम,"प्रेममा परेको भए पनि, मलाई विवाह गर्न चाहने लागेन।",（　）はしても、結婚したいとは思わなかった,,,,,,,,,,,,,,,,,,,,
466,れんぞく,連続（する）,succession/continuation,同じ型の車の事故が連続して起こった。,Accidents with the same type of car occurred in succession.,लगातार,एउटै प्रकारको गाडीको दुर्घटनाहरू लगातार भइरहे।,同じ型の車の事故が（　）して起こった,,,,,,,,,,,,,,,,,,,,
467,ろうどう,労働（する）,labor/work,留学生の労働には特別な条件があります。,There are special conditions related to overseas students working.,श्रम,विदेशी विद्यार्थीहरूको कामसँग सम्बन्धित विशेष शर्तहरू छन्।,留学生の（　）には特別な条件があります,,,,,,,,,,,,,,,,,,,,
468,ろくおん,録音（する）,(sound) recording,自分の発音を録音して、何度も聞いた。,I recorded my pronunciation and listened to it many times.,रेकर्डिङ,मैले मेरो उच्चारण रेकर्ड गरें र धेरैपटक सुनें।,自分の発音を（　）して、何度も聞いた,,,,,,,,,,,,,,,,,,,,
469,ろくが,録画（する）,recording,毎週、好きなドラマを録画している。,I record my favorite TV drama every week.,रेकर्डिङ,म हरेक हप्ता मेरो मनपर्ने टिभी ड्रामा रेकर्ड गर्छु।,毎週、好きなドラマを（　）している,,,,,,,,,,,,,,,,,,,,
470,ロッカー,,locker,荷物を駅のロッカーに入れた。,I put my bags in a station locker.,लकर,मैले मेरो सामानहरू स्टेशनको लकरमा राखें।,荷物を駅の（　）に入れた,,,,,,,,,,,,,,,,,,,,
471,わだい,話題,topic (of conversation),今、新しいゲームが話題になっている。,Now a new game has become a topic of conversation.,चर्चाको विषय,एउटा नयाँ खेल चर्चाको विषय बनेको छ।,今、新しいゲームが（　）になっている,,,,,,,,,,,,,,,,,,,,
472,わりあい,割合,ratio percentage,このクラスは男女の割合が同じだ。,In this class the ratio of men to women is the same.,अनुपात,यस कक्षामा पुरुष र महिलाको अनुपात समान छ।,このクラスは男女の（　）が同じだ,,,,,,,,,,,,,,,,,,,,
473,わるくち,悪口,abuse bad-mouthing (somebody),他人の悪口を言うのはやめよう。,Stop bad-mouthing other people.,निन्दा,अरू मानिसहरूको निन्दा गर्न बन्द गर्नुहोस्।,他人の（　）を言うのはやめよう,,,,,,,,,,,,,,,,,,,,
474,あたり,辺り,neighborhood/vicinity,この辺りにコンビニはありませんか。,Isn't there a convenience store in this neighborhood?,वरिपरि,यस वरिपरि कन्भिनियन्स स्टोर छैन?,この（　）にコンビニはありませんか,,,,,,,,,,,,,,,,,,,,
475,いち,位置（する）,location,机の位置を窓のそばに変えた。,I changed the location of the desk to nearer the window.,स्थिति,मैले डेस्कको स्थान झ्यालको नजिक परिवर्तन गरें।,机の（　）を窓のそばに変えた,,,,,,,,,,,,,,,,,,,,
476,いちば,市場,market,市場で新鮮な野菜を買った。,I bought fresh vegetables at the market.,बजार,मैले बजारमा ताजा तरकारी किनें।,（　）で新鮮な野菜を買った,,,,,,,,,,,,,,,,,,,,
477,いなか,田舎,countryside,両親は田舎で暮らしている。,My parents live in the countryside.,गाउँ,मेरा आमाबुबा गाउँमा बस्नुहुन्छ।,両親は（　）で暮らしている,,,,,,,,,,,,,,,,,,,,
478,おく,奥,inner part/back,バスで山の奥の温泉に行った。,I went to a hot spring in the heart of the mountains.,भित्र,म बसबाट पहाडको गहिराईमा रहेको तातोपानीमा गएँ।,バスで山の（　）の温泉に行った,,,,,,,,,,,,,,,,,,,,
479,オフィス,,office,彼のオフィスはビルの４階にある。,His office is on the fourth floor of the building.,कार्यालय,उनको कार्यालय भवनको चौथो तल्लामा छ।,彼の（　）はビルの４階にある,,,,,,,,,,,,,,,,,,,,
480,かいがい,海外,overseas,あの作家は日本より海外で人気がある。,That writer is more popular overseas than in Japan.,विदेश,त्यो लेखक जापानभन्दा विदेशमा बढी लोकप्रिय छ।,あの作家は日本より（　）で人気がある,,,,,,,,,,,,,,,,,,,,
481,カウンター,,counter,修理は、こちらのカウンターで受け付けます。,We accept repairs at this counter.,काउन्टर,हामी यस काउन्टरमा मर्मत स्वीकार गर्छौं।,修理は、こちらの（　）で受け付けます,,,,,,,,,,,,,,,,,,,,
482,ガソリンスタンド,,gas/petrol station,ガソリンスタンドで車を洗った。,I washed the car at the gas station.,पेट्रोल पम्प,मैले पेट्रोल पम्पमा कार धोएँ।,（　）で車を洗った,,,,,,,,,,,,,,,,,,,,
483,かんばん,看板,signboard,ホテルの前に大きな看板があります。,There's a big signboard in front of the hotel.,साइनबोर्ड,होटलको अगाडि ठूलो साइनबोर्ड छ।,ホテルの前に大きな（　）があります,,,,,,,,,,,,,,,,,,,,
484,きつえんじょ,喫煙所,smoking area,たばこは喫煙所で吸ってください。,Please smoke in the smoking area.,धुम्रपान क्षेत्र,कृपया धुम्रपान क्षेत्रमा मात्र धुम्रपान गर्नुहोस्।,たばこは（　）で吸ってください,,,,,,,,,,,,,,,,,,,,
485,きっさてん,喫茶店,tearoom/coffee shop,喫茶店でケーキとコーヒーを注文した。,I ordered a cake and coffee at the coffee shop.,कफी पसल,मैले कफी पसलमा केक र कफी अर्डर गरें।,（　）でケーキとコーヒーを注文した,,,,,,,,,,,,,,,,,,,,
486,グラウンド,,ground (sports ground),学校のグラウンドでサッカーの練習をする。,We practice soccer in the school sports ground.,मैदान,हामी स्कूलको खेल मैदानमा फुटबल अभ्यास गर्छौं।,学校の（　）でサッカーの練習をする,,,,,,,,,,,,,,,,,,,,
487,けいさつしょ,警察署,police station,警察署で運転免許の講習を受けた。,I took the driving license class at the police station.,प्रहरी स्टेशन,मैले प्रहरी स्टेशनमा ड्राइभिङ लाइसेन्स क्लास लिएँ।,（　）で運転免許の講習を受けた,,,,,,,,,,,,,,,,,,,,
488,けいじばん,掲示板,bulletin/notice board,市の掲示板で講演会があるのを知った。,I knew there was a lecture from seeing it on the city bulletin board.,सूचना पाटी,मैले शहरको सूचना पाटीमा हेरेर व्याख्यान हुने थाहा पाएँ।,市の（　）で講演会があるのを知った,,,,,,,,,,,,,,,,,,,,
489,げきじょう,劇場,theater,劇場の入り口でチケットが買える。,You can buy tickets at the entrance of the theater.,नाटकशाला,नाटकशालाको प्रवेशद्वारमा टिकट किन्न सकिन्छ।,（　）の入り口でチケットが買える,,,,,,,,,,,,,,,,,,,,
490,コインランドリー,,laundromat/laundrette,週末にコインランドリーで洗濯する。,I do the washing at the Laundromat at the weekend.,सिक्का लन्ड्री,म सप्ताहन्तमा सिक्का लन्ड्रीमा लुगा धुन्छु।,週末に（　）で洗濯する,,,,,,,,,,,,,,,,,,,,
491,こうがい,郊外,suburbs,東京の郊外に家を買った。,I bought a house in the suburbs of Tokyo.,उपनगर,मैले टोक्योको उपनगरमा घर किनें।,東京の（　）に家を買った,,,,,,,,,,,,,,,,,,,,
492,こうしゅうトイレ,公衆トイレ,public restroom/lavatory,この公園には公衆トイレがある。,This park has a public restroom.,सार्वजनिक शौचालय,यस पार्कमा सार्वजनिक शौचालय छ।,この公園には（　）がある,,,,,,,,,,,,,,,,,,,,
493,こんざつ,混雑（する）,congestion,祭りがあるので、町は観光客で混雑している。,"Because there is a festival, the town is crowded with tourists.",भीड,त्यहाँ उत्सव भएकोले शहर पर्यटकहरूले भरिएको छ।,祭りがあるので、町は観光客で（　）している,,,,,,,,,,,,,,,,,,,,
494,コンビニ,,convenience store,コンビニでお弁当を買って、温めてもらった。,"I bought a lunchbox in the convenience store, and got it warmed up.",कन्भिनियन्स स्टोर,मैले कन्भिनियन्स स्टोरमा लन्चबक्स किनें र त्यसलाई तताएँ।,（　）でお弁当を買って、温めてもらった,,,,,,,,,,,,,,,,,,,,
495,さいばんしょ,裁判所,courthouse/court,市役所の隣に裁判所がある。,There's a courthouse next to the municipal office.,अदालत,नगरपालिकाको कार्यालय नजिकै अदालत छ।,市役所の隣に（　）がある,,,,,,,,,,,,,,,,,,,,
496,さか,坂,hill,この町は坂が多い。,This town has a lot of hills.,पहाड,यो शहरमा धेरै पहाड छन्।,この町は（　）が多い,,,,,,,,,,,,,,,,,,,,
